,Unnamed: 0,date,dunknumber,file_timestamp,Bracket Type,approx. Flume T [°C],Flow speed [cm/s],Turbine Speed,Bath T [°C],Bath Sat [%],In Bath [UTC],Caps on [UTC],In Flume [UTC],caps off [UTC],FLUME_REF_TEMP,FLUME_REF_TEMP_STD,FLUME_REF_PSAL,FLUME_REF_PSAL_STD,FLUME_REF_FLOWSPEED,aa3827_tau_phase,aa3827_tau_o2sat,aa3827_tau_doxy,aa3312_tau_phase,aa3312_tau_o2sat,aa3312_tau_doxy,aa3412_tau_phase,aa3412_tau_o2sat,aa3412_tau_doxy,aa3413_tau_phase,aa3413_tau_o2sat,aa3413_tau_doxy,rbr210619_tau_phase,rbr210619_tau_o2sat,rbr210619_tau_doxy,rbr210624_tau_phase,rbr210624_tau_o2sat,rbr210624_tau_doxy,pyro1_o2_tau_phase,pyro1_o2_tau_o2sat,pyro1_o2_tau_doxy,pyro2_o2_tau_phase,pyro2_o2_tau_o2sat,pyro2_o2_tau_doxy
48,48,02/14/2023,49,1676389644853.0,pH package,17.31,19.0,44.0,17.31,7.6,15:30,,,15:53,17.599584603174605,0.0007981333886147,30.661687460317463,0.0013252798066392,17.21,,,,,,,,,,,,,,,,,,,,,,,,
49,49,02/14/2023,50,1676393203346.0,pH package,17.31,19.0,44.0,17.31,7.6,16:33,,,16:56,17.61596952380952,0.0009600387369356,30.66431031746032,0.0014205090393816,17.21,,,,,,,,,,,,,,,,,,,,,,,,
50,50,02/14/2023,51,1676395664849.0,pH package,17.31,11.0,20.0,17.31,7.6,17:16,,,17:29,17.63506015873016,0.000375076678144,30.66591,0.0011441549179155,10.82,,,,,,,,,,,,,,,,,,,,,,,,
51,51,02/14/2023,52,1676397823067.0,pH package,17.31,11.0,20.0,17.31,7.6,17:50,,,18:08,17.633410793650793,0.0007823109875424,30.667156507936504,0.0012114456256495,10.82,,,,,,,,,,,,,,,,,,,,,,,,
52,52,02/14/2023,53,1676400565280.0,pH package,17.31,6.0,5.0,17.31,7.6,18:30,18:50,,18:52,17.625522698412702,0.0012428624237152,30.669123968253967,0.0009932534958048,6.23,,,,,,,,,,,,,,,,,,,,,,,,
53,53,02/14/2023,54,1676402726428.0,pH package,17.31,6.0,5.0,17.31,7.6,19:13,,,19:28,17.612549682539683,0.001357913278029,30.670291587301588,0.0009719113983218,6.23,,,,,,,,,,,,,,,,,,,,,,,,
54,54,02/14/2023,55,1676404702809.0,pH package,17.31,8.0,9.0,17.31,7.6,19:50,,,20:02,17.626757301587304,0.0010025692492398,30.671202063492057,0.0012102389357821,7.5,,,,,,,,,,,,,,,,,,,,,,,,
55,55,02/14/2023,56,1676406069052.0,pH package,17.31,14.0,28.0,17.31,7.6,20:13,,,20:24,17.62291777777778,0.0006337353221605,30.67156317460317,0.0009618976373563,13.07,,,,,,,,,,,,,,,,,,,,,,,,
56,56,02/14/2023,57,1676407555890.0,pH package,17.31,25.0,77.0,17.31,7.6,20:35,20:50,,20:51,17.650927777777778,0.0049593592598316,30.66981603174604,0.0023045324834435,24.39,,,,,,,,,,,,,,,,,,,,,,,,
57,57,02/14/2023,58,1676410199596.0,pH package,17.31,6.0,5.0,17.31,8.6,,21:30,,21:32,17.66475888888889,0.0012463822073112,30.674369523809524,0.0008918456492755,6.23,,,,,,,,,,,,,,,,,,,,,,,,
58,58,02/14/2023,59,1676412153184.0,pH package,17.31,19.0,44.0,17.31,8.6,21:50,22:04,,22:05,17.662477777777777,0.0009011887113553,30.67404,0.0012799503958641,17.21,,,,,,,,,,,,,,,,,,,,,,,,
59,59,02/14/2023,60,1676415380256.0,pH package,17.31,19.0,44.0,17.31,8.6,22:45,,,23:00,17.673571428571424,0.0008344618209433,30.6763826984127,0.0013304023813669,17.21,,,,,,,,,,,,,,,,,,,,,,,,
60,60,02/15/2023,61,1676467650575.0,pH package,17.31,6.0,5.0,17.31,8.5,13:20,,,13:30,17.11943857142857,0.0007085114221903,30.708093650793653,0.0011688106851571,6.23,,,,,,,,,,,,,,,,,,,,,,,,
61,61,02/15/2023,62,1676469748360.0,pH package,17.31,11.0,20.0,17.31,8.5,13:50,14:06,14:07,,17.146113174603176,0.0004881462355598,30.70861396825397,0.0013254152265617,10.82,,,,,,,,,,,,,,,,,,,,,,,,
62,62,02/15/2023,63,1676472452139.0,pH package,17.31,11.0,20.0,17.31,8.5,14:28,,,14:54,17.153305714285715,0.0006717655351688,30.708937619047617,0.0012237195631192,10.82,,,,,,,,,,,,,,,,,,,,,,,,
63,63,02/15/2023,64,1676476614555.0,pH package,17.31,8.0,9.0,17.31,8.5,15:15,,,15:59,17.22020777777778,0.0004827696037451,30.71191857142857,0.0009360103736076,7.5,,,,,,,,,,,,,,,,,,,,,,,,
64,64,02/15/2023,65,1676478147480.0,pH package,17.31,14.0,28.0,17.31,8.5,16:11,,,16:24,17.24613968253968,0.000831185743675,30.7119,0.001393089520705,13.07,,,,,,,,,,,,,,,,,,,,,,,,
65,65,02/15/2023,66,1676479731267.0,pH package,17.31,25.0,77.0,17.31,8.5,16:36,,,,17.284976507936513,0.0060297558872196,30.71028396825397,0.0026134293226312,24.39,,,,,,,,,,,,,,,,,,,,,,,,
66,66,02/15/2023,67,1676485797376.0,O2 Large,6.7,6.0,5.0,6.7,70.0,18:29,,,18:36,6.54410746031746,0.0205282884547968,30.723882222222223,0.0038618403559371,6.23,,,,81.20152439802634,82.89874032597551,80.21950169477938,62.23122614147848,63.96964855117645,62.20035077842319,68.90849123713379,70.55038229157799,68.62950801341789,29.7639487128088,30.7356376482026,30.06391193181152,35.35108960586209,36.50322064983142,35.581387801160105,3.42540529711502,3.42540529711502,3.42540529711502,4.42711675592912,4.42711675592912,4.42711675592912
67,67,02/15/2023,68,1676488555085.0,O2 Large,6.7,6.0,5.0,6.7,70.0,18:51,,,19:16,6.84541253968254,0.0195354285783672,30.70159587301588,0.0040710104182064,6.23,93.69784591767332,102.0437638121144,100.8921966445056,74.79442688585232,80.7602812383399,79.80838628074322,59.11692033805325,63.06571934071847,62.30992258775769,65.8957384057493,70.47117398981416,69.62799462868013,30.2512655975855,32.22698488359165,31.867978122585395,34.159473999839754,36.31206129441951,35.93375618123678,2.678975582253707,2.678975582253707,2.678975582253707,2.6368299283984125,2.6368299283984125,2.6368299283984125
68,68,02/15/2023,69,1676489806764.0,O2 Large,6.7,8.0,9.0,6.7,70.0,19:32,19:48,,19:52,7.073958412698413,0.0185199296517527,30.65909634920635,0.0043051356565052,7.5,86.18561590568255,93.47578631350896,92.62001104032636,66.25732015912301,71.37543423332093,70.65004332600735,52.77090160378442,56.451776260225735,55.89311719556459,59.063077756478414,63.22396817826936,62.584552250960506,26.863226059508435,28.846807493945334,28.38025659143393,29.768470500062687,31.72050667701724,31.405905029390382,3.0781438501352167,3.0781438501352167,3.0781438501352167,3.576970357775774,3.576970357775774,3.576970357775774
69,69,02/15/2023,70,1676491782601.0,O2 Large,6.7,11.0,20.0,6.7,70.0,20:03,,,20:14,7.219540158730157,0.0186388046309317,30.61342587301588,0.0070327790652558,10.82,,,,56.663035610701634,61.05032594745267,60.616965891638486,46.54128131960726,49.94982462625112,49.58450284145819,48.35868437502384,51.71613911148938,51.32329654153735,23.640938741450345,25.23173260595464,25.01092522244258,24.122644175987787,25.709001021898683,25.493458200689663,3.1006176773568934,3.1006176773568934,3.1006176773568934,3.0174755632833463,3.0174755632833463,3.0174755632833463
70,70,02/15/2023,71,1676492924213.0,O2 Large,6.7,11.0,20.0,6.7,70.0,20:25,,,20:35,7.350243650793652,0.018279342560647,30.56250349206349,0.0078262006348495,10.82,71.23439173502462,77.46908045722166,77.00294889964769,54.9795741754981,59.286655735945935,58.873039059290825,44.466260303558805,47.896265639721776,47.60957330462544,44.73041948309803,48.47681602114049,48.23461868665923,21.819802310683027,23.446722677107847,23.258498821747036,23.157971997411043,24.86787187424094,24.67467123106505,1.377669847677233,1.377669847677233,1.377669847677233,1.200212745779515,1.200212745779515,1.200212745779515
71,71,02/16/2023,72,1676512916191.0,O2 Large,6.7,25.0,77.0,6.7,70.0,,,,,9.183455396825396,0.0213335965999675,30.787894603174603,0.0161752192228118,24.39,47.04782623059668,50.81317140507702,50.38482833232986,39.18933538862084,41.93637838798343,41.56450500154234,27.489862240101893,29.51069428388717,29.263070384209666,31.282200543408774,33.45367157877319,33.190826722799095,14.042009480536288,14.983912226136628,14.838557144809652,15.75925255763146,16.754580515092485,16.591152601542106,1.9075583978652564,1.9075583978652564,1.9075583978652564,1.9373037423102684,1.9373037423102684,1.9373037423102684
72,72,02/16/2023,73,1676514997006.0,O2 Large,9.0,11.0,20.0,9.0,70.0,,,,,9.313713015873017,0.0146245289312191,30.70675380952381,0.0137354532493004,10.82,69.32888951364724,75.82943156766514,75.43342882722116,55.33375359088102,59.80459299412369,59.43889710466636,41.76240111922689,45.14462648532655,44.86759614814772,48.05429202976676,51.77834323102617,51.48911464583527,21.948986284097145,23.43669887736789,23.279104539352232,24.607604144050576,26.415033962278027,26.24236975653997,1.768860435107281,1.768860435107281,1.768860435107281,2.041015978714883,2.041015978714883,2.041015978714883
73,73,02/16/2023,74,1676516108837.0,O2 Large,9.0,19.0,44.0,9.0,70.0,,,,,9.41610015873016,0.016500079364125,30.62790047619048,0.014518696750356,17.21,,,,45.2904353201886,48.80281793748006,48.49056430707863,32.80345517421925,35.50511732755244,35.28606056664737,37.380197457634544,40.15979265735031,39.91427760267241,17.58873283437441,18.70284537513772,18.55284468128031,18.70941063448065,20.18151591598982,20.034937706493093,1.4266847835408216,1.4266847835408216,1.4266847835408216,1.6252711767389048,1.6252711767389048,1.6252711767389048
74,74,02/16/2023,75,1676517396366.0,O2 Large,9.0,14.0,28.0,9.0,70.0,,,,,9.53274746031746,0.0149375818221313,30.570412857142856,0.0104117596714379,13.07,60.12886727816632,64.95742109222594,64.54234500105122,54.71686814229285,58.91754575535056,58.522900399822674,37.32254526264719,40.23737994685381,39.98750089670998,41.31727978175722,44.54945936563435,44.26419947892052,21.26398291037441,22.722352887803677,22.497357270621247,20.080486227165963,21.4626952933946,21.29333623462167,1.6082398857567848,1.6082398857567848,1.6082398857567848,1.5602065593857155,1.5602065593857155,1.5602065593857155
75,75,02/16/2023,76,1676553394956.0,O2 small,6.5,6.0,5.0,6.5,70.0,13:10,,,13:23,6.294266666666666,0.0724147722367145,29.86722,0.0140846132413612,6.23,,,,,,,,,,,,,,,,,,,,,,,,
76,76,02/16/2023,77,1676554537412.0,O2 small,6.5,6.0,5.0,,70.0,13:30,,,13:38,6.41754,0.0195422290811544,29.80684507936508,0.0137378263423566,6.23,,,,,,,,,,,,,,,,,,,,,,,,
77,77,02/16/2023,78,1676555318791.0,O2 small,6.5,8.0,9.0,,70.0,13:44,,,13:51,6.506076825396826,0.0229729268422565,29.977997460317454,0.3424009708206838,7.5,,,,,,,,,,,,,,,,,,,,,,,,
78,78,02/16/2023,79,1676556206734.0,O2 small,6.5,11.0,20.0,,70.0,13:57,14:04,,14:05,6.610226031746032,0.0210556599139445,30.49514952380952,0.0117945894817532,10.82,,,,,,,,,,,,,,,,,,,,,,,,
79,79,02/16/2023,80,1676557118710.0,O2 small,6.5,11.0,20.0,,70.0,14:16,,,14:24,6.739276666666667,0.0201497137322609,30.413892063492064,0.0150121443070062,10.82,,,,,,,,,,,,,,,,,,,,,,,,
80,80,02/16/2023,81,1676557949760.0,O2 small,6.5,14.0,28.0,,70.0,14:29,,,14:35,6.820214603174604,0.0207838156529665,30.34733015873016,0.0192024273839305,13.07,,,,,,,,,,,,,,,,,,,,,,,,
81,81,02/16/2023,82,1676558797627.0,O2 small,6.5,19.0,44.0,,70.0,14:41,,,14:52,6.937993650793652,0.0211242986021692,30.22467492063492,0.0258666305763749,17.21,,,,,,,,,,,,,,,,,,,,,,,,
82,82,02/16/2023,83,1676559655277.0,O2 small,6.5,19.0,44.0,,70.0,14:58,,,15:04,7.022532222222221,0.0220891381728771,30.299724603174603,0.1885635993447791,17.21,,,,,,,,,,,,,,,,,,,,,,,,
83,83,02/16/2023,84,1676560409652.0,O2 small,6.5,25.0,77.0,,70.0,15:10,,,15:16,7.12035492063492,0.0255199455062994,30.605525555555555,0.0056131334875006,24.39,,,,,,,,,,,,,,,,,,,,,,,,
84,84,02/16/2023,85,1676564577135.0,pH package,7.5,25.0,77.0,7.5,7.35,16:10,,,16:26,7.704796666666666,0.0245203071978995,30.690436825396823,0.0051695208170051,24.39,,,,,,,,,,,,,,,,,,,,,,,,
85,85,02/16/2023,86,1676567247341.0,pH package,7.5,19.0,44.0,7.5,7.35,16:50,,,17:10,8.013436031746032,0.0193634409279554,30.69651301587302,0.0118160298216354,17.21,,,,,,,,,,,,,,,,,,,,,,,,
86,86,02/16/2023,87,1676569683346.0,pH package,7.5,19.0,44.0,7.5,7.35,17:31,,,17:52,8.268918888888889,0.0186030824046959,30.714973015873017,0.0085990384539831,17.21,,,,,,,,,,,,,,,,,,,,,,,,
87,87,02/16/2023,88,1676571998218.0,pH package,8.0,14.0,28.0,8.0,7.35,18:13,,,18:30,8.520902698412698,0.0162005430740198,30.77411333333334,0.0068254225986963,13.07,,,,,,,,,,,,,,,,,,,,,,,,
88,88,02/16/2023,89,1676574289392.0,pH package,8.0,11.0,20.0,8.0,7.35,18:51,,,19:12,8.769159047619047,0.0148496530571716,30.73095365079365,0.0072079064396767,10.82,,,,,,,,,,,,,,,,,,,,,,,,
89,89,02/16/2023,90,1676576676956.0,pH package,8.0,11.0,20.0,8.0,7.35,19:32,,,19:50,8.975781746031746,0.0141855795367212,30.69250396825397,0.0089059174263711,10.82,,,,,,,,,,,,,,,,,,,,,,,,
90,90,02/16/2023,91,1676579245095.0,pH package,8.0,8.0,9.0,8.0,7.35,20:10,,,20:30,9.173174444444443,0.0137846152196878,30.738409365079363,0.0060977740859451,7.5,,,,,,,,,,,,,,,,,,,,,,,,
91,91,02/16/2023,92,1676581673180.0,pH package,8.0,6.0,5.0,8.0,7.35,20:51,,,21:10,9.371505714285712,0.0133271544866868,30.65540984126984,0.0065519582658669,6.23,,,,,,,,,,,,,,,,,,,,,,,,
92,92,02/16/2023,93,1676584082293.0,pH package,8.0,6.0,5.0,8.0,7.35,21:30,,,21:51,9.590476507936508,0.0125308997331777,30.75006841269842,0.0048673419969624,6.23,,,,,,,,,,,,,,,,,,,,,,,,
93,93,02/16/2023,94,1676588493904.0,pH package,8.7,6.0,5.0,7.5,8.5,22:50,,,23:04,9.05941253968254,0.0136554362066708,30.98203396825397,0.0023971123763861,6.23,,,,,,,,,,,,,,,,,,,,,,,,
94,94,02/16/2023,95,1676591166041.0,pH package,8.7,6.0,5.0,8.5,8.5,23:28,,,23:51,9.28485984126984,0.013467248572065,30.947002698412696,0.0030955742633889,6.23,,,,,,,,,,,,,,,,,,,,,,,,
95,95,02/17/2023,96,1676593581930.0,pH package,8.7,8.0,9.0,8.5,8.5,0:11,,,0:31,9.468966031746032,0.0136213903375959,30.927370793650795,0.003713262930677,7.5,,,,,,,,,,,,,,,,,,,,,,,,
96,96,02/17/2023,97,1676596077479.0,pH package,8.7,11.0,20.0,8.5,8.5,0:51,,,1:10,9.658611587301587,0.0136444596240692,30.880292539682536,0.005112604240643,10.82,,,,,,,,,,,,,,,,,,,,,,,,
97,97,02/17/2023,98,1676598438968.0,pH package,8.7,11.0,20.0,8.5,8.5,1:30,,,1:52,9.856844285714285,0.0137446875410431,30.90340126984127,0.004605538243733,10.82,,,,,,,,,,,,,,,,,,,,,,,,
98,98,02/17/2023,99,1676638293796.0,pH package,5.6,14.0,28.0,8.5,8.5,12:20,,,12:54,5.773571746031746,0.0298243300349016,30.73396380952381,0.0048968138097673,13.07,,,,,,,,,,,,,,,,,,,,,,,,
99,99,02/17/2023,100,1676640409171.0,pH package,6.0,19.0,44.0,5.0,8.5,13:16,,,13:31,6.097912857142856,0.0249457196715583,30.67196984126984,0.0051742382284396,17.21,,,,,,,,,,,,,,,,,,,,,,,,
100,100,02/17/2023,101,1676642851495.0,pH package,6.0,19.0,44.0,5.0,8.5,13:51,,,14:10,6.413013809523809,0.0233268177929324,30.58007444444444,0.0095798431371618,17.21,,,,,,,,,,,,,,,,,,,,,,,,
101,101,02/17/2023,102,1676645317886.0,pH package,6.0,25.0,77.0,5.0,8.5,14:31,,,14:51,6.756516507936508,0.0273742843152793,30.520744285714283,0.0092701650152751,24.39,,,,,,,,,,,,,,,,,,,,,,,,
102,102,02/17/2023,103,1676648822017.0,O2 Large,7.0,25.0,77.0,7.0,70.0,15:39,,,15:56,7.322437142857143,0.0259404896129688,30.817395873015872,0.0078574814485326,24.39,,,,30.80422055339236,33.12394906141161,32.67103518906675,26.29795148905713,28.1077561184221,27.709687483888587,,,,,,,,,,,,,,,
103,103,02/17/2023,104,1676650514520.0,O2 Large,7.0,19.0,44.0,7.0,70.0,16:07,,,16:18,7.497332857142857,0.0211625684017924,30.757262698412696,0.0075984536242891,17.21,46.757911309669694,50.91882177578803,50.67131774430684,38.74103555500554,42.22382373191223,42.01411844343839,32.69494075132626,35.49386748783488,35.359414298807906,,,,14.922957676510007,16.071911805581856,16.011086163029287,,,,,,,,,
104,104,02/17/2023,105,1676651607968.0,O2 Large,7.0,14.0,28.0,7.0,70.0,16:26,,,16:38,7.644421269841269,0.0193033032366955,30.718376666666668,0.0083454356881709,13.07,58.24950177074912,62.8759387707732,62.47031753027326,43.61630344694409,47.54862321046281,47.30462115160949,39.72926912732491,42.837322048445856,42.62507830202733,,,,18.08106196675604,19.587313464265147,19.49455805723564,,,,,,,,,
105,105,02/17/2023,106,1676653090615.0,O2 Large,7.0,11.0,20.0,7.0,70.0,16:48,,,17:02,7.788962063492063,0.0181359672158148,30.64131936507937,0.0093036725762679,10.82,68.52020875855906,74.81806497896956,74.2243791358692,51.42462067280606,55.631590368299946,55.16537673725786,44.50123102086712,48.133222583048926,47.7195596154422,,,,21.074133570814112,22.81203542537808,22.588110327409023,,,,,,,,,
106,106,02/17/2023,107,1676654408676.0,O2 Large,7.0,8.0,9.0,7.0,70.0,17:13,,,17:24,7.926602380952382,0.017349898056906,30.56685936507936,0.0077759702856035,7.5,78.59630424808105,87.17988784309432,87.85658614717676,57.622179161523306,62.786568916220446,62.62309706220989,51.47820485701932,55.82781269427522,55.76887235565333,,,,23.69159514637269,25.445235698879557,25.26656392769614,,,,,,,,,
107,107,02/17/2023,108,1676655569645.0,O2 Large,7.0,6.0,5.0,7.0,70.0,17:36,,,17:41,8.022867697594501,0.0157188765586456,30.5128206185567,0.0097642602189956,6.23,88.91116231808559,98.83289946271792,98.7350635532365,63.71260310247698,69.6783451767857,69.57166880117408,57.84120136305209,62.94983474951025,62.92330546213365,,,,23.780717391818207,25.81837690132218,25.84964263712117,,,,,,,,,
